FileName,Test Id,Model Name,Is_Valid,T0.0 (h),T0.5 (h),T1.0 (h),T1.5 (h),T2.0 (h),T2.5 (h),T3.0 (h),T3.5 (h),T4.0 (h),T4.5 (h),T5.0 (h),T5.5 (h),T6.0 (h),T6.5 (h),T7.0 (h),T7.5 (h),T8.0 (h),T8.5 (h),T9.0 (h),T9.5 (h),T10.0 (h),T10.5 (h),T11.0 (h),T11.5 (h),T12.0 (h),T12.5 (h),T13.0 (h),T13.5 (h),T14.0 (h),T14.5 (h),T15.0 (h),T15.5 (h),T16.0 (h)
SD1,SD1_1,Flat,False,0.2016823361507329,0.1455640755939668,0.0952911903391219,0.3266656446641758,0.0,0.1163250711583045,0.2541771391472485,0.0,0.3812264459590748,0.0059649637607866,0.0519913181994295,0.155155266031817,0.2114251565239094,0.395237928537726,0.0454882793659099,0.0,0.2281661042898516,0.0,0.1084262592822125,0.3827535654987299,0.0,0.045661772775061,0.0552696617861193,0.0557976613834888,0.1642851650299737,0.2566280518775966,0.2077274050564481,0.0,0.3333526122756236,0.0794655839235899,0.0397863136096792,0.3358451814611395,0.028298951722242
SD1,SD1_10,Logistic,False,0.0,0.0,0.0227918079148593,0.0983496083122613,0.0605590945569579,0.0774063357682409,0.2810619297060124,0.5777899632018391,0.5378925575269171,0.55976966181026,0.5807281560345416,0.5372401764665683,0.6410292022170668,0.5773125192910235,0.5567834129179333,0.530953682022167,0.6378819426805202,0.0464428975351918,0.0,0.0,0.0532589952542049,0.0054268298304164,0.0610375252137111,0.0142098476553027,0.0842663461426897,0.0107304735576086,0.0927036964697001,0.0534864614349698,0.0,0.0,0.091315415629552,0.027440316613915,0.0
SD1,SD1_100,Richards,False,0.0,0.0169914168010692,0.0629915042156281,0.0656373062631548,0.0,0.0570032220049895,0.0,0.0244530414136117,0.0872014081605077,0.0,0.0,0.0,0.0018650409052133,0.1664501429536468,0.3476242236848429,0.4362594291461196,1.1603063229930923,1.864535474446269,1.9999669118613912,2.013984841404972,1.99631236280356,2.011500169307172,1.9879246770400016,2.030682282663736,1.9368941934246595,2.0612136905119742,1.909152903200878,1.9251986054487376,2.0227783268253985,1.9918519369041,1.9732540309399804,2.0373667976188994,2.065165039795332
SD1,SD1_101,ModifiedGompertz,True,0.0701498124574424,0.0361291626204003,0.4438410320697679,0.9320164818339042,1.2272116684284196,1.3661334549998576,1.3067256350534595,1.3621495801422372,1.4459709983707194,1.399178785299515,1.3725272806676307,1.4109436279135683,1.4881625121814923,1.2989515794405335,1.3972523037273337,1.3768908278637824,1.3470649422227885,1.4915930709816816,1.3807927297262368,1.448534784294863,1.3596134077288895,1.3824350913691907,1.363404940502125,1.5314512149351664,1.608146436731186,1.5476654485640513,1.482915241891047,1.4699305069977284,1.5105355768708728,1.5184625481560747,1.423319401126486,1.5865075153810382,1.4986844603504137
SD1,SD1_102,Richards,True,0.0,0.0075516063986933,0.0,0.0005381892275105,0.0,0.0,0.0140616594384221,0.0044769303044716,0.0,0.010657520552894,0.0,0.005656087657414,0.0,0.0004660011864587,0.0033694737105967,0.0142772413724339,0.0,0.0,0.0,0.00730924072088,0.037108911776648,0.0848800754618168,0.1398070864668721,0.3354303315428014,0.8197253797826908,1.362031969118301,1.6845589512064676,1.78392251908086,1.8047858596983013,1.7779097212927346,1.8064145578464723,1.7842530491675743,1.813641768062848
SD1,SD1_103,Diauxic,False,0.0,0.0,0.4298627048463235,0.5111691883999923,0.641843094966279,0.6083522303376212,0.5199969785806068,0.6072945826906616,0.5308669985276185,0.6123581492671263,0.5394620374337036,0.604060660067566,0.5219908025965599,0.478254129325606,0.4934135825951086,0.5376747769750563,0.5558939424954794,0.474844795984263,0.5541103551856538,0.59821443937036,0.603273767201708,0.5321642728312426,0.4783892896866538,0.686449895888596,0.48268846263354,0.5603473559443138,0.6448339235110472,0.5858174968520985,0.8810423686264248,1.2243809533814547,1.328435903584071,1.361243157441096,1.3468245925456277
SD1,SD1_104,Flat,False,0.084473056479055,0.1051276269378149,0.0,0.0,0.0443951212365922,0.0578264917514418,0.0994637571775877,0.0617144815445808,0.0181446429361629,0.111473459347653,0.0493262461768918,0.0860550873973232,0.003000978228631,0.0638146405362842,0.0763703650688033,0.1694406373438006,0.0047059099164974,0.07687689736401,0.0883233845229725,0.0724142805568566,0.0243871352133434,0.0346947321127813,0.0530824067595463,0.0682307439740799,0.1187514978869178,0.0771930572288767,0.0,0.0,0.0453047000395861,0.0427396915026323,0.0758360981297984,0.0426179741628094,0.0
SD1,SD1_105,ModifiedGompertz,True,0.0029111200872128,0.2113610472951661,0.6991137047589617,0.8878450867467496,0.9118018302723592,0.8877421372184674,0.8611875085617459,0.9615186555965932,0.9314490863686004,0.9583038322108992,0.8822828655594581,0.9202329888246302,0.8415949211579014,0.9294276985200702,0.8683671104038314,0.8668934019723713,0.9210801626991756,0.9071617911726576,0.9192182422277444,0.8986826902512913,0.968314642450778,0.967203491449157,0.9522135487512506,0.955662381114766,0.9151030053763258,1.0354156636490108,0.997500833827526,0.9292976670481656,0.954280204476352,0.8608534850672979,0.8834856188858279,0.974015717538592,1.0205176502372435
SD1,SD1_106,ModifiedGompertz,True,0.0,0.0,0.063839158478006,0.0505379230274495,0.0594399695771313,0.0,0.0,0.0,0.1091648645319658,0.0,0.0152797299065388,0.0,0.0304820692461757,0.0,0.0,0.0507503188725423,0.0814788920260532,0.0637260240701284,0.5430136499748249,1.1923949990096816,1.4726351823242498,1.5251311994208132,1.5923432974942953,1.622698005732253,1.4933580564578777,1.5338134956494496,1.5505844024494602,1.53875864423411,1.5515618001056215,1.531512923793997,1.4491138628682054,1.513016114236027,1.437874358057358
SD1,SD1_107,Flat,False,0.0,0.3064377163894993,0.1818795866336451,0.0016224735407072,0.0454544433147726,0.1090943645790531,0.1324070686747099,0.2497992449037377,0.2274781630820279,0.1472926126504785,0.0101092613199663,0.3926159115587342,0.0796610796205911,0.0279777305427952,0.1445466663423386,0.2381849412947659,0.0216966022931413,0.0746556989120426,0.0,0.227612175471062,0.5173504087449966,0.1743532653277297,0.2769836165428696,0.1679242584657323,0.0500628953221556,0.1590690584727674,0.0,0.5531249815933118,0.4376812187327724,0.2050994712608181,0.0620598378247418,0.0723675921344512,0.2058129865620011
